iter	RMSE
3254	222.9474901
3255	222.9408841
3256	222.9321065
3257	222.924362
3258	222.91626
3259	222.9106637
3260	222.9000175
3261	222.8934223
3262	222.8757462
3263	222.8702298
3264	222.8574699
3265	222.8470623
3266	222.8376931
3267	222.8280417
3268	222.8203136
3269	222.8092912
3270	222.8038546
3271	222.7940909
3272	222.7860216
3273	222.7708926
3274	222.7677407
3275	222.7613001
3276	222.7553679
3277	222.7414961
3278	222.7343062
3279	222.7036286
3280	222.6962538
3281	222.6727665
3282	222.6715926
3283	222.6624426
3284	222.6542964
3285	222.6532021
3286	222.6519614
3287	222.6396857
3288	222.6326087
3289	222.6311411
3290	222.6219443
3291	222.6133931
3292	222.6062185
3293	222.5920214
3294	222.5821813
3295	222.5749955
3296	222.5652515
3297	222.5531974
3298	222.5440182
3299	222.5295116
3300	222.5206404
3301	222.5104612
3302	222.5030255
3303	222.4953308
3304	222.4895886
3305	222.4761287
3306	222.4708574
3307	222.465664
3308	222.4641258
3309	222.459009
3310	222.4497354
3311	222.4408008
3312	222.4357591
3313	222.4248271
3314	222.4112368
3315	222.4011763
3316	222.3962061
3317	222.3830742
3318	222.3759506
3319	222.3696711
3320	222.3647745
3321	222.3637396
3322	222.3510227
3323	222.3401032
3324	222.3333764
3325	222.3293918
3326	222.3160052
3327	222.3099968
3328	222.3038837
3329	222.2999742
3330	222.2925443
3331	222.2859089
3332	222.2778672
3333	222.2730542
3334	222.2586088
3335	222.2519711
3336	222.2444566
3337	222.2379102
3338	222.2319831
3339	222.2210949
3340	222.2079374
3341	222.2005447
3342	222.1923
3343	222.1803361
3344	222.1729492
3345	222.1636272
3346	222.1550252
3347	222.1514811
3348	222.1424038
3349	222.1345305
3350	222.1213719
3351	222.1168333
3352	222.1159954
3353	222.0995733
3354	222.0888931
3355	222.0780106
3356	222.0680789
3357	222.0592077
3358	222.0428889
3359	222.0358612
3360	222.0278654
3361	222.0213726
3362	222.0154132
3363	222.0124872
3364	222.0044672
3365	221.9996456
3366	221.9867109
3367	221.9841253
3368	221.9818842
3369	221.976297
3370	221.9679196
3371	221.9668135
3372	221.9620615
3373	221.9493807
3374	221.9420782
3375	221.935395
3376	221.9262219
3377	221.9250607
3378	221.9217856
3379	221.9157396
3380	221.8911933
3381	221.8843924
3382	221.8810151
3383	221.8738004
3384	221.8691162
3385	221.8599995
3386	221.8477593
3387	221.8406577
3388	221.8348471
3389	221.8235256
3390	221.8134468
3391	221.8083859
3392	221.8007788
3393	221.7922246
3394	221.7765676
3395	221.7704384
3396	221.7589676
3397	221.7547399
3398	221.7507362
3399	221.7471063
3400	221.7462126
3401	221.7439904
3402	221.7359538
3403	221.7310223
3404	221.7189906
3405	221.7113659
3406	221.7021272
3407	221.6937326
3408	221.6831858
3409	221.671135
3410	221.6688011
3411	221.6569879
3412	221.6558718
3413	221.6542896
3414	221.6472572
3415	221.6333811
3416	221.6272983
3417	221.626265
3418	221.6181036
3419	221.6121023
3420	221.604189
3421	221.5955517
3422	221.589534
3423	221.5805667
3424	221.5723746
3425	221.5648414
3426	221.5567214
3427	221.5455542
3428	221.5407235
3429	221.5346096
3430	221.525741
3431	221.5131391
3432	221.5044166
3433	221.4952974
3434	221.4873134
3435	221.4781065
3436	221.4672237
3437	221.4548502
3438	221.4518558
3439	221.4403878
3440	221.4344155
3441	221.4252896
3442	221.4179026
3443	221.4058905
3444	221.4014187
3445	221.3894919
3446	221.3808619
3447	221.369572
3448	221.3620282
3449	221.3529898
3450	221.3432141
3451	221.3344064
3452	221.3246715
3453	221.3185871
3454	221.3025889
3455	221.2947398
3456	221.2916425
3457	221.2838291
3458	221.2719765
